Label,Line_0_1,Line_1_2,Line_2_3,Line_3_4,Line_0_5,Line_5_6,Line_6_7,Line_7_8,Line_0_9,Line_9_10,Line_10_11,Line_11_12,Line_0_13,Line_13_14,Line_14_15,Line_15_16,Line_0_17,Line_17_18,Line_18_19,Line_19_20
A,109.79,121.81,134.43,146.41,146.69,151.82,146.17,144.05,159.37,162.01,156.29,155.36,173.67,174.43,171.4,169.77,169.76,173.68,174.11,173.97
B,129.81,148.68,168.61,177.19,158.67,164.08,166.92,168.94,170.65,172.63,173.93,174.58,178.05,178.99,179.47,179.93,165.31,169.23,171.36,172.83
A,112.21,127.77,138.79,149.12,152.64,156.81,149.93,149.29,165.48,166.85,158.5,159.83,179.85,178.99,173.08,174.11,163.36,168.43,170.68,168.56
B,129.43,151.58,171.16,174.67,158.83,165.03,167.91,170.01,171.87,174.02,174.89,175.35,175.97,176.96,178.01,178.86,162.81,166.66,169.34,171.29
B,132.51,149.89,169.77,174.46,157.31,163.21,166.05,168.04,169.53,171.93,173.14,173.67,178.76,179.42,179.94,179.27,165.62,169.6,172.18,174.0
B,125.29,147.55,167.35,177.65,160.75,164.78,166.94,168.79,172.29,173.08,173.57,173.96,176.73,178.54,179.66,179.68,164.64,168.77,171.17,172.72
A,105.54,122.67,134.48,145.02,147.65,155.15,148.95,145.54,160.57,166.12,158.72,155.93,174.52,178.44,174.54,170.71,168.62,169.26,168.0,169.64
B,130.67,148.59,169.07,175.15,158.54,163.35,165.91,167.79,170.12,171.85,172.98,173.54,178.87,179.98,179.24,178.55,166.24,170.03,172.42,174.0
B,122.43,141.08,158.75,171.47,153.98,160.32,163.44,165.49,166.55,169.31,170.59,170.95,178.02,177.65,176.97,176.2,168.67,172.72,174.99,176.78
A,116.76,125.16,137.32,148.79,155.8,161.85,154.97,150.12,170.29,171.35,165.29,163.35,174.08,176.59,179.79,179.11,157.14,163.87,164.67,164.12
A,113.52,128.98,139.5,150.54,155.07,158.86,151.91,151.89,168.27,170.17,161.73,162.9,176.98,177.08,177.59,177.51,160.13,163.65,165.35,165.76
B,135.92,155.27,175.68,169.31,164.39,169.65,172.52,174.51,176.45,178.29,179.58,179.86,172.4,173.42,173.95,174.46,159.48,163.57,165.89,167.5
A,109.78,123.59,135.18,146.41,149.48,155.34,148.03,146.09,162.88,165.99,158.15,157.86,177.96,178.6,174.07,173.18,164.37,168.29,168.94,168.16
A,109.32,121.25,132.97,145.14,145.67,151.84,145.94,142.68,158.13,161.98,156.58,153.79,172.13,173.56,171.43,169.14,172.0,175.2,175.46,175.63
A,110.57,126.85,140.5,151.14,152.24,158.35,153.06,148.39,165.11,168.91,163.34,159.78,179.08,179.56,177.58,174.97,163.99,167.85,168.04,168.42
A,117.42,129.68,142.32,152.37,154.41,160.51,154.51,150.01,166.84,170.31,164.17,161.06,179.51,178.48,178.03,175.91,163.57,167.49,168.21,168.08
B,128.61,148.52,169.36,174.97,160.08,164.34,166.62,168.38,171.77,172.49,173.22,173.61,177.28,178.95,179.9,179.48,164.86,169.38,171.82,173.3
B,129.19,149.31,168.81,175.87,159.36,164.81,167.49,169.36,171.44,173.63,174.82,175.32,177.15,177.65,178.04,178.56,164.59,168.0,170.01,171.38
A,116.35,128.09,139.6,149.47,151.93,156.56,150.49,146.72,164.23,166.13,159.86,158.44,178.36,177.85,173.46,172.57,164.79,170.61,173.0,172.44
A,97.31,110.08,124.21,135.6,135.23,143.55,137.81,131.5,148.53,154.14,147.88,142.04,162.7,165.97,162.43,158.31,179.71,178.04,177.52,176.26
A,119.35,133.09,142.1,152.01,157.53,160.04,153.21,153.83,171.03,170.62,162.98,166.32,173.64,176.4,178.23,179.52,156.96,163.0,165.09,162.98
B,130.86,149.46,169.55,174.72,158.03,162.8,165.33,167.2,169.57,171.13,172.21,172.79,179.48,179.36,178.7,178.09,167.07,171.01,173.28,174.78
B,129.08,147.08,164.45,176.69,157.23,163.34,166.62,168.93,169.13,172.06,173.7,174.53,179.45,179.88,179.89,179.55,165.94,170.08,172.27,173.78
A,114.19,125.84,137.82,150.05,151.54,156.36,149.73,147.71,164.24,166.15,159.73,159.75,178.5,177.97,174.42,174.36,164.93,169.93,170.88,169.68
A,108.98,124.22,137.09,146.7,148.06,153.76,148.62,145.16,160.67,164.11,158.35,155.72,174.53,175.43,172.78,170.93,168.79,173.15,172.95,172.19
B,129.56,148.98,169.2,175.34,159.72,164.8,167.41,169.33,171.91,173.4,174.34,174.79,176.81,178.11,178.89,179.49,164.1,168.35,170.66,172.18
B,132.68,152.4,171.47,174.44,159.17,165.13,167.96,169.96,171.61,174.03,175.03,175.53,176.78,177.55,178.38,179.0,163.93,167.53,169.94,171.56
A,107.43,121.9,134.63,145.29,147.04,151.61,145.08,142.17,159.95,162.11,155.57,155.25,174.18,173.7,170.17,170.53,168.76,174.49,175.52,173.79
B,127.42,147.68,168.11,176.15,158.47,164.12,166.91,168.95,170.33,172.77,173.87,174.44,178.48,178.88,179.47,180.0,166.16,169.23,170.98,172.13
A,104.38,118.84,131.59,143.64,145.09,150.82,144.58,141.86,157.55,160.92,154.96,153.6,171.47,172.64,169.72,168.46,171.98,175.27,175.97,176.07
A,114.33,127.5,137.49,148.4,153.29,156.73,149.31,148.95,166.2,166.9,158.29,160.9,179.13,179.2,173.01,174.92,162.25,168.12,171.2,168.85
A,114.03,130.1,143.41,154.21,156.42,162.7,155.69,153.75,169.54,173.55,164.94,164.02,175.82,173.9,179.71,178.11,159.09,161.54,162.62,162.52
A,114.02,129.36,138.69,148.39,154.67,160.68,154.12,151.26,167.09,169.69,163.15,163.72,179.15,179.14,176.27,176.19,162.5,167.55,169.1,167.64
A,124.88,136.28,148.02,158.9,162.19,165.61,159.14,156.97,174.37,175.03,168.65,169.4,171.53,173.66,177.86,176.6,154.63,161.76,164.06,161.98
B,129.86,148.76,169.12,175.02,159.24,163.74,166.05,167.79,170.68,172.17,173.08,173.54,178.57,179.99,179.12,178.46,166.39,170.27,172.53,173.95
B,129.01,147.84,168.06,176.02,159.26,163.4,165.5,167.17,170.45,171.56,172.32,172.77,178.89,179.54,178.71,178.12,166.72,170.99,173.32,174.67
B,127.52,148.26,168.59,175.56,160.57,164.7,166.7,168.29,172.23,172.89,173.51,173.85,176.78,178.66,179.63,179.66,164.15,168.75,171.46,173.2
B,125.12,143.76,163.39,178.75,158.78,164.43,167.3,169.32,170.94,173.4,174.6,175.17,177.84,178.33,178.76,179.22,165.21,168.72,170.86,172.36
B,131.84,151.53,171.28,173.61,161.4,165.8,168.19,170.08,172.75,174.17,175.16,175.8,176.43,177.64,178.48,179.05,164.09,168.04,170.31,171.62
A,109.33,118.68,130.38,142.51,146.07,153.2,147.14,140.99,159.99,163.94,158.52,153.33,175.02,175.99,173.09,169.31,168.42,172.6,172.54,172.91
B,124.41,146.44,167.01,176.89,159.06,163.58,165.69,167.37,170.97,171.85,172.58,173.06,177.97,179.56,179.72,179.28,165.49,169.82,172.17,173.57
A,98.85,121.67,136.58,145.99,149.22,155.05,148.43,144.78,162.91,165.61,158.81,157.8,178.05,178.12,174.92,174.73,163.68,169.06,168.71,166.68
A,112.67,128.11,140.7,151.07,153.75,158.8,152.05,150.71,167.37,169.98,162.16,162.03,177.55,177.33,178.04,177.34,159.89,164.46,165.04,163.54
A,106.84,119.43,132.11,142.4,143.43,150.25,146.43,141.6,156.58,161.07,156.32,151.2,170.64,172.4,169.48,165.46,172.35,175.91,176.87,178.3
A,107.75,123.39,136.85,146.77,147.36,153.25,148.25,144.75,159.89,163.72,158.05,155.23,173.67,175.02,172.32,170.32,169.47,173.62,173.54,172.9
B,127.34,148.65,169.65,174.26,160.23,165.51,168.01,170.0,172.61,174.28,175.13,175.7,175.83,176.93,177.68,178.18,162.97,166.86,169.24,170.77
A,115.0,130.01,139.55,149.5,155.08,160.6,153.96,151.48,167.33,169.7,163.04,164.06,179.02,179.08,176.04,176.51,162.32,167.2,169.35,167.8
A,113.51,125.56,137.52,148.96,153.8,159.42,152.77,148.59,166.96,168.88,162.33,160.36,178.75,179.45,176.38,175.25,161.99,167.44,168.81,168.27
B,133.3,151.28,171.09,173.97,158.03,163.7,166.92,169.25,169.81,172.21,173.75,174.62,178.72,178.99,179.37,179.81,165.27,169.04,171.28,172.79
A,108.36,124.92,138.12,147.5,149.37,155.65,149.94,145.89,162.02,165.66,159.59,156.93,176.06,177.32,173.86,171.79,166.81,170.86,171.74,172.19
B,122.09,144.74,165.2,179.29,157.88,162.57,164.78,166.48,169.76,170.83,171.28,171.55,179.29,178.86,177.63,176.83,167.15,171.73,174.1,175.62
B,132.15,150.85,170.46,173.79,160.15,165.79,168.56,170.55,172.42,174.41,175.51,176.14,175.98,177.0,177.57,178.07,162.6,166.64,169.1,170.86
B,129.99,147.77,167.08,178.06,157.69,163.61,166.93,169.3,169.83,172.3,173.97,174.92,178.97,179.53,179.65,179.73,165.61,169.54,171.72,173.2
A,113.66,126.04,137.28,148.9,151.01,156.73,149.55,147.77,164.59,167.51,159.76,159.56,179.73,179.89,175.61,175.14,162.39,166.72,167.47,166.33
A,109.82,124.6,136.48,148.08,152.25,157.47,150.63,149.03,164.84,168.06,160.76,160.78,178.75,179.87,174.86,173.51,165.38,168.21,170.04,169.61
A,114.69,125.46,137.84,150.29,153.31,159.51,152.87,148.21,166.61,168.96,162.49,160.2,178.74,179.41,176.34,174.89,162.04,168.17,169.56,168.38
A,114.59,129.73,139.16,149.66,154.63,160.08,153.59,151.33,167.08,169.2,162.9,163.9,179.13,179.41,176.47,176.96,162.42,167.37,168.56,167.15
B,133.86,153.61,173.46,171.42,160.05,166.48,169.84,172.12,172.58,175.64,177.06,177.79,175.46,175.36,175.75,176.16,161.82,165.24,167.49,169.08
B,129.79,150.88,170.47,174.73,162.37,166.62,168.66,170.24,173.98,174.7,175.14,175.32,175.15,176.84,177.82,178.5,162.93,167.3,169.87,171.54
B,131.86,151.12,170.53,175.23,160.66,166.24,169.15,171.27,173.02,174.63,175.85,176.5,175.4,176.92,177.47,177.86,162.09,166.93,169.46,171.12
A,110.49,120.6,132.86,145.3,148.44,155.54,149.99,144.5,161.95,165.42,160.39,156.29,176.34,176.4,173.72,170.89,167.56,172.27,173.35,174.26
A,102.51,122.7,137.58,147.53,148.68,155.52,150.35,145.92,162.27,166.1,160.5,157.46,177.04,178.42,176.16,173.67,165.57,169.04,167.72,167.23
A,113.36,127.82,138.39,149.6,154.22,157.87,150.57,149.28,167.12,168.33,160.44,162.02,178.46,179.32,175.41,176.37,160.94,166.94,168.84,167.15
A,107.6,123.23,136.59,146.59,148.58,153.95,147.7,143.71,161.82,164.43,158.11,156.7,176.57,176.33,173.17,172.99,165.52,171.23,171.39,169.39
B,130.14,150.75,169.68,176.84,163.06,166.82,168.81,170.43,174.35,174.95,175.53,175.93,175.12,176.92,177.97,178.65,162.96,167.07,169.5,171.01
A,105.18,116.17,128.05,140.13,145.81,152.4,144.58,139.78,159.74,162.14,154.6,152.82,175.02,174.14,169.78,168.66,167.44,173.31,174.28,173.4
B,125.97,147.8,167.98,176.86,159.1,164.37,167.14,169.22,171.2,173.05,174.13,174.73,177.58,178.44,179.05,179.56,165.15,168.78,170.81,172.12
B,131.51,150.07,169.0,177.28,157.95,163.32,166.35,168.48,169.94,172.31,173.66,174.28,178.82,178.97,179.55,179.85,165.58,169.28,171.5,173.04
B,140.97,157.76,176.62,168.92,161.35,167.86,171.19,173.39,173.37,176.53,178.14,178.9,175.03,174.71,174.96,175.36,161.49,164.73,166.84,168.31
A,105.85,119.56,132.13,143.7,145.35,150.33,144.33,142.12,158.18,160.72,154.8,154.16,172.37,172.73,169.46,168.62,171.07,175.38,176.09,175.45
B,135.98,154.36,174.58,169.49,161.15,167.37,170.48,172.75,173.72,176.31,177.42,178.15,174.0,174.41,175.26,175.95,159.88,163.63,166.18,168.07
A,106.16,123.26,136.36,146.39,148.97,154.91,149.23,143.75,162.45,165.61,159.95,156.08,177.7,177.71,175.14,172.69,163.86,169.43,169.55,169.45
A,113.32,127.02,140.64,151.93,154.0,158.31,152.2,150.11,166.74,169.19,163.22,162.31,179.0,178.48,179.17,178.7,161.76,166.91,165.94,164.0
A,119.58,133.88,143.25,153.19,157.93,160.81,154.0,154.38,171.4,171.62,163.73,166.36,173.45,175.46,179.11,178.92,156.88,162.35,164.34,162.05
A,104.16,120.75,134.65,143.87,144.13,151.43,147.5,142.4,157.39,162.59,158.05,153.04,171.49,173.94,171.73,168.1,171.92,175.1,174.71,174.48
B,129.15,148.06,168.24,175.73,160.83,165.88,168.31,170.2,172.91,174.49,175.35,175.9,175.54,176.73,177.44,178.01,162.45,166.6,168.99,170.64
A,115.07,126.58,137.51,148.47,156.05,160.7,153.33,150.06,170.2,170.75,164.24,163.57,174.43,176.69,179.9,179.14,157.08,163.09,163.51,162.69
A,114.85,128.26,138.47,149.57,153.4,156.85,150.3,149.68,166.68,167.0,159.73,161.51,178.32,179.42,174.39,175.97,160.52,167.48,169.8,167.6
B,134.5,153.52,172.36,173.13,162.39,167.7,170.1,171.88,174.04,175.92,176.83,177.37,174.9,175.8,176.44,177.0,162.39,165.92,168.18,169.71
B,134.47,151.53,171.42,173.72,155.76,162.82,166.5,168.88,168.08,171.51,173.32,174.28,179.72,179.87,179.64,179.44,166.24,169.73,172.1,173.67
B,126.94,148.54,168.64,176.9,159.17,164.61,167.34,169.25,171.13,172.99,174.26,174.85,177.44,178.52,178.88,179.26,164.74,168.42,170.41,171.68
A,120.53,133.42,143.01,152.87,157.41,161.22,154.5,154.08,170.68,171.64,164.3,166.38,174.4,176.11,178.64,179.79,158.03,163.74,165.94,163.52
B,133.14,151.79,169.9,175.41,161.19,167.22,170.45,172.75,173.0,175.68,177.14,177.84,175.62,175.69,176.11,176.72,162.12,165.82,167.93,169.44
B,127.28,148.85,168.16,176.91,161.63,167.17,169.89,171.92,173.98,175.76,176.75,177.24,174.36,175.48,176.2,176.9,161.0,165.32,167.88,169.73
B,125.19,145.15,165.43,178.73,157.04,162.6,165.58,167.68,169.25,171.72,173.03,173.58,179.31,179.85,179.64,178.95,166.65,169.98,172.01,173.65
B,135.07,152.89,171.5,173.76,161.21,166.87,169.76,171.83,172.96,175.1,176.52,177.33,175.72,176.44,176.57,176.81,162.56,166.58,168.81,170.28
B,129.66,150.41,170.27,174.64,160.54,165.59,168.04,169.78,172.51,174.02,174.78,175.04,176.17,177.45,178.25,179.07,163.79,167.79,169.95,171.49
B,129.18,149.12,170.58,171.85,160.37,165.0,167.55,169.58,172.28,173.4,174.43,175.11,176.43,178.09,178.82,179.28,163.61,168.31,170.83,172.28
B,127.27,148.04,168.76,174.39,159.61,165.77,168.72,171.01,171.79,174.58,175.77,176.48,176.5,176.62,177.23,177.75,163.41,166.45,168.34,169.63
B,137.83,155.78,175.29,170.09,160.18,167.17,170.65,172.91,172.52,176.14,177.9,178.74,175.9,175.08,175.16,175.48,162.48,165.04,167.11,168.64
A,108.24,121.72,133.83,146.12,147.22,156.1,149.9,144.88,160.34,167.66,161.45,155.87,174.89,179.61,177.46,170.74,168.24,167.3,165.9,169.27
B,130.26,149.79,169.11,177.14,157.8,163.84,167.08,169.34,170.16,172.5,173.84,174.34,178.41,178.88,179.57,179.73,165.28,169.19,171.53,173.23
A,118.89,132.79,142.43,152.26,157.34,160.53,153.23,153.53,171.02,171.1,162.78,165.84,173.57,175.99,178.23,179.44,156.88,162.84,165.12,162.68
A,114.92,129.5,138.87,149.47,155.62,158.68,150.86,150.62,168.6,169.22,160.14,162.06,177.15,178.3,175.28,176.28,160.96,165.3,168.48,167.95
A,116.75,131.69,142.67,153.52,156.32,162.04,155.3,153.6,169.14,172.37,164.29,164.05,176.74,175.28,179.36,178.32,160.03,162.93,164.55,164.25
B,123.81,142.52,161.35,175.7,154.62,160.42,163.33,165.4,166.93,169.45,170.56,170.95,178.42,178.03,177.22,176.29,168.72,172.4,174.74,176.59
B,131.8,150.25,170.18,174.65,160.0,164.67,167.16,169.07,171.79,173.33,174.3,174.81,176.95,178.08,178.9,179.66,164.57,168.48,170.79,172.43
B,135.81,153.55,173.12,171.91,161.1,166.92,170.08,172.38,173.13,175.43,177.08,178.05,175.49,176.29,176.36,176.46,162.22,166.4,168.59,170.06
B,132.23,151.24,170.99,174.52,160.45,165.04,167.54,169.43,172.41,173.83,174.71,175.14,176.71,177.7,178.59,179.32,164.44,168.16,170.65,172.38
B,135.46,154.01,172.56,173.4,163.57,168.6,171.24,173.17,174.81,176.63,177.8,178.47,174.27,174.97,175.42,175.93,161.53,165.12,167.23,168.68
A,107.63,125.64,136.99,147.5,152.36,159.68,152.54,148.27,165.27,169.66,162.4,160.18,179.03,179.35,176.56,174.44,164.29,167.2,167.53,167.67
A,118.23,129.3,140.1,150.33,155.29,157.74,151.3,150.07,167.41,167.24,160.56,162.61,178.54,178.61,174.17,176.41,161.88,169.2,171.53,168.66
B,129.39,147.81,166.12,179.3,156.35,162.67,165.81,167.93,169.07,171.76,173.1,173.59,179.25,179.41,179.92,179.43,165.94,169.75,172.03,173.85
B,132.39,149.85,169.17,176.11,159.33,164.36,167.21,169.38,171.53,173.03,174.19,175.0,176.73,178.36,178.91,179.15,163.13,167.88,170.41,172.09
A,115.3,129.25,141.51,152.41,155.04,160.19,152.94,151.63,167.93,170.6,161.95,162.44,177.38,177.01,177.02,176.78,160.18,164.39,166.3,164.71
B,130.05,149.8,169.69,175.4,161.15,166.46,169.15,171.12,173.02,175.05,176.1,176.62,175.67,176.38,176.86,177.4,163.16,166.61,168.62,169.99
A,113.52,127.48,137.9,148.59,153.61,156.2,149.1,149.24,166.64,166.47,158.08,160.82,178.62,178.71,172.58,175.17,161.42,168.47,171.54,168.32
A,115.09,128.77,138.56,150.17,154.56,159.32,152.43,150.84,167.93,169.93,162.73,162.76,177.25,177.41,178.36,177.73,160.17,164.22,164.76,164.37
A,112.96,128.15,137.88,148.31,154.49,160.33,153.43,150.54,166.72,169.43,162.58,163.09,179.6,179.61,175.71,176.04,162.86,167.84,169.88,168.47
A,121.87,134.69,144.36,154.37,159.05,161.75,155.36,155.52,171.91,171.68,164.62,167.77,173.39,176.42,178.54,178.52,156.95,163.98,166.37,162.96
A,121.96,133.52,143.79,152.55,159.06,159.96,153.32,153.24,170.2,168.82,161.32,164.49,176.7,179.31,173.65,177.33,160.83,169.2,172.66,168.66
B,130.93,149.31,169.06,176.17,159.53,164.53,167.03,168.86,171.55,172.93,173.95,174.46,177.18,178.81,179.56,179.87,164.29,168.83,171.39,173.04
A,107.72,124.77,139.21,148.62,148.24,155.47,150.34,145.29,160.94,166.58,160.71,155.23,174.69,178.34,175.83,171.54,168.69,170.5,169.53,170.31
B,135.42,152.41,170.82,174.59,161.16,167.17,170.54,172.97,173.24,176.09,177.77,178.72,175.44,175.49,175.73,176.05,162.21,165.77,167.93,169.42
A,110.9,124.99,138.92,148.89,148.27,155.32,150.0,145.66,161.15,166.31,160.31,156.44,174.94,177.99,174.88,171.89,168.14,170.96,170.93,170.92
A,118.81,131.35,143.44,154.34,156.17,160.76,154.72,153.16,168.93,171.1,164.94,164.92,176.88,176.66,179.82,178.83,160.62,164.91,165.13,164.11
B,129.68,147.26,165.28,178.19,156.52,162.61,165.77,167.94,168.54,171.22,172.62,173.25,179.85,179.57,179.09,178.53,167.11,170.74,172.97,174.63
B,130.26,148.97,169.74,173.74,160.49,164.57,166.74,168.5,172.17,173.06,173.81,174.26,176.93,178.61,179.55,179.83,164.67,168.9,171.33,172.82
A,115.12,123.4,135.23,146.38,153.41,158.8,152.05,147.06,167.77,168.83,162.78,160.4,176.75,179.18,177.81,176.8,159.83,166.64,167.37,166.3
A,121.05,133.71,143.49,153.13,158.14,161.03,154.22,154.35,171.03,171.08,163.42,166.52,174.31,177.08,177.34,179.48,158.06,164.95,167.9,164.36
B,131.45,151.73,171.13,174.39,161.52,167.0,169.58,171.54,174.04,175.82,176.76,177.42,174.19,175.41,176.08,176.5,160.91,165.05,167.56,169.27
A,109.68,123.81,137.06,147.18,147.64,153.28,148.56,145.27,160.32,163.93,158.57,156.07,174.33,175.65,173.22,171.39,168.84,172.87,173.03,172.7
A,112.56,125.89,138.5,148.3,151.14,156.06,149.83,146.38,163.85,165.94,159.51,158.77,178.05,177.42,173.41,173.18,164.76,170.86,172.63,171.91
A,110.61,124.66,136.42,147.95,150.96,155.36,148.1,147.23,164.39,166.14,158.09,158.79,179.46,179.05,173.93,174.15,162.78,167.59,168.99,167.53
A,106.8,122.41,135.73,143.93,144.4,151.89,147.43,142.68,156.8,162.79,157.71,152.83,170.44,174.12,171.83,167.55,173.18,174.93,174.47,175.67
A,113.7,128.11,139.56,148.99,153.01,156.93,150.01,149.21,165.4,166.95,159.08,160.4,179.46,179.26,173.48,173.84,163.41,168.99,170.98,169.59
A,112.99,125.91,135.73,146.96,151.32,154.21,146.72,146.95,164.78,164.98,156.34,158.99,179.87,177.89,171.54,173.3,163.03,169.12,172.13,170.09
A,113.28,128.9,141.19,151.53,154.8,159.07,152.95,151.77,167.87,169.86,162.62,162.94,177.55,177.1,177.82,177.14,159.84,164.89,166.1,165.34
B,135.34,153.4,172.59,173.61,157.08,164.14,167.88,170.4,169.83,173.21,174.82,175.77,177.97,177.77,178.29,178.61,163.52,166.96,169.51,171.39
A,113.73,128.3,138.87,149.92,152.52,157.79,151.01,149.87,165.61,168.1,159.99,160.75,179.63,179.62,174.57,174.69,162.72,167.31,169.25,167.14
B,131.17,149.99,169.23,177.28,157.51,163.3,166.28,168.46,169.96,172.27,173.58,174.25,178.32,178.91,179.46,180.0,165.27,169.11,171.31,172.95
B,136.26,154.61,174.04,171.01,162.71,168.43,171.23,173.18,174.32,176.99,178.37,179.07,174.57,174.82,175.24,175.68,161.95,165.22,167.35,168.67
A,108.79,122.78,135.8,145.56,145.78,153.15,148.89,144.09,158.54,163.43,158.01,153.42,172.31,174.28,171.07,167.85,170.73,174.53,175.37,175.95
A,105.64,120.98,132.6,144.24,146.55,152.81,146.41,143.14,160.08,163.63,156.4,154.66,175.03,176.11,171.63,169.6,167.2,171.49,171.59,171.26
B,127.32,146.61,167.02,177.8,162.18,166.16,168.39,170.1,173.46,174.36,174.88,175.14,176.01,177.36,178.29,178.99,164.03,168.01,170.26,171.76
A,116.33,126.99,138.54,148.77,155.5,162.18,155.07,150.68,169.99,172.58,166.8,164.79,174.8,174.98,178.16,179.98,158.31,162.59,162.57,161.98
B,128.44,147.49,168.29,175.3,157.6,162.85,165.66,167.76,169.54,171.23,172.45,173.12,179.2,179.4,178.88,178.49,166.44,170.97,173.13,174.45
B,129.95,147.71,168.48,176.47,152.18,160.74,164.74,167.23,164.82,169.72,171.8,172.72,176.5,178.09,177.95,177.56,169.8,172.17,174.26,175.93
A,118.56,132.52,141.99,151.45,156.66,159.24,152.38,152.79,169.89,169.47,161.6,165.14,175.22,178.39,175.95,179.52,158.78,165.72,168.42,164.59
B,127.53,149.64,169.84,174.89,160.26,165.97,168.82,171.06,173.25,175.25,176.19,176.87,174.24,175.51,176.74,177.55,160.29,164.5,167.53,169.85
A,113.9,126.67,140.14,150.94,151.93,157.96,152.34,148.33,164.88,168.57,163.26,159.54,179.16,179.33,178.72,175.22,164.61,167.68,166.93,167.68
A,120.31,134.05,144.38,154.52,158.24,162.94,156.18,155.41,171.57,173.42,165.66,167.23,173.49,174.02,179.8,178.9,156.99,161.77,164.15,162.16
B,127.01,146.84,167.92,175.71,159.27,164.3,167.06,169.13,170.94,173.09,174.21,174.75,178.14,178.44,179.11,179.8,165.86,168.83,170.85,172.3
B,129.73,149.83,170.77,173.56,159.21,164.49,167.16,169.03,171.16,173.15,174.32,174.88,177.48,178.16,178.57,179.12,165.0,168.28,170.33,171.74
B,123.12,145.08,165.03,179.28,159.54,164.86,167.73,169.95,171.7,173.62,174.8,175.54,177.28,177.84,178.42,178.9,164.74,168.38,170.43,171.74
B,130.01,147.55,166.03,179.36,159.15,164.93,167.69,169.65,171.28,173.83,175.12,175.72,177.36,177.97,178.47,178.99,164.46,168.28,170.54,172.12
A,109.26,124.5,138.14,148.17,149.77,155.71,149.49,144.78,162.86,166.49,160.12,156.81,177.58,178.31,175.27,173.44,164.75,169.77,169.87,169.1
A,120.49,133.89,142.53,152.71,159.03,161.03,154.18,155.21,172.25,171.76,163.86,166.85,172.8,175.11,179.0,179.03,156.27,162.11,164.86,162.67
B,134.01,154.05,173.08,172.39,163.38,168.73,171.41,173.32,174.93,177.08,178.36,178.98,174.17,174.9,175.21,175.62,161.8,165.32,167.3,168.58
A,107.72,122.3,135.64,145.17,145.9,151.94,147.13,143.32,158.36,162.28,156.85,153.68,172.15,173.7,170.92,168.48,171.11,174.78,175.1,175.26
A,109.21,117.94,129.82,142.46,148.3,154.04,148.68,142.59,161.26,163.58,158.47,154.11,175.87,174.1,171.03,169.24,167.63,174.28,176.05,175.39
B,127.96,146.58,165.32,178.66,155.26,160.59,163.46,165.56,167.22,169.06,170.16,170.68,178.1,177.05,176.39,175.81,169.41,173.33,175.5,177.08
B,137.52,155.8,175.69,168.67,160.88,167.48,170.89,173.19,173.2,176.33,177.91,178.82,175.0,174.68,174.92,175.2,161.43,164.59,166.87,168.44
B,137.15,155.21,175.14,168.08,159.63,165.57,168.41,170.42,171.61,174.2,175.41,175.98,176.71,176.97,177.74,178.53,164.0,167.21,169.52,171.15
A,111.54,124.63,135.35,146.74,149.33,156.35,149.76,146.4,162.64,166.45,159.6,157.76,177.68,178.59,174.86,172.81,164.94,168.76,168.79,168.81
B,126.11,146.05,166.73,176.48,157.99,163.55,166.54,168.72,170.01,172.26,173.63,174.3,178.51,179.15,179.6,179.8,165.64,169.07,171.24,172.93
B,126.09,149.04,168.5,176.99,161.97,166.0,168.12,169.77,173.9,174.53,175.02,175.2,175.08,177.08,178.12,179.05,163.03,167.45,169.88,171.79
A,109.23,125.01,139.74,150.48,150.7,157.51,151.71,147.48,163.77,168.59,162.39,158.19,177.59,179.46,177.93,174.61,165.59,168.11,167.55,168.31
A,120.95,129.31,140.24,151.33,157.44,163.37,156.83,153.11,171.83,173.9,168.3,166.24,172.64,173.2,175.94,178.23,155.83,160.29,160.1,160.29
A,112.14,125.88,136.47,148.6,151.46,157.41,149.82,148.05,166.66,169.4,162.12,162.12,176.93,176.97,179.15,177.67,159.31,163.38,163.29,162.96
A,109.31,123.55,137.21,147.92,148.81,155.23,149.71,145.46,161.56,165.63,159.81,156.37,175.66,177.47,174.55,171.72,167.59,170.96,170.9,170.78
B,137.11,154.98,173.28,173.01,161.22,167.45,170.7,172.89,173.58,176.43,177.75,178.39,174.42,174.52,175.05,175.58,160.65,164.26,166.64,168.39
B,122.41,142.3,162.49,178.82,154.76,160.16,163.09,165.23,166.87,169.12,170.4,170.96,178.2,177.57,177.02,176.32,168.85,172.29,174.67,176.67
